posting_id,date_posted,job_title,normalized_role,role_family,company,industry,city,state,country,work_mode,experience_level,employment_type,salary_min,salary_max,salary_period,salary_currency,required_skills,preferred_skills,education_requirement,years_experience_required,remote_eligible,description_excerpt,recruiter_name,recruiter_email,recruiter_phone,source_type,source_record_id,synthetic_record
CP-00316,2026-03-17,Embedded Systems Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Blue Ridge Analytics,Aerospace,Salt Lake City,UT,United States,On-site,Associate,Full-time,70000.0,95000.0,year,USD,Arduino | Embedded C | Git | Linux | Microcontrollers,Altium | Communication | Python,Associate degree,2,False,Synthetic associate opportunity in aerospace focused on Arduino and collaborative problem solving.,Avery Brown,avery.brown24@example.net,(555) 555-0115,synthetic_job_board,SYN-20260317-00316,True
CP-00317,2026-05-22,Junior Data Analyst,Data Analyst,Data & Analytics,Blue Ridge Analytics,Consulting,Portland,OR,United States,On-site,Internship,Internship,29000.0,41000.0,year,USD,Communication | Data Visualization | Excel | Python | SQL | Tableau,Git | Project Management | Statistics,Bachelor's degree,0,False,Synthetic internship opportunity in consulting focused on Communication and collaborative problem solving.,Taylor Kim,taylor.kim25@example.org,(555) 555-0116,synthetic_job_board,SYN-20260522-00317,True
CP-00318,2026-03-01,IoT Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Great Lakes Data Cooperative,Aerospace,Salt Lake City,UT,United States,Remote,Internship,Internship,34000.0,49000.0,year,USD,AWS | Arduino | Circuit Design | Communication | Embedded C | Microcontrollers,Altium | MATLAB,No degree specified,0,True,Synthetic internship opportunity in aerospace focused on AWS and collaborative problem solving.,Avery Clark,avery.clark26@example.net,(555) 555-0117,synthetic_job_board,SYN-20260301-00318,True
CP-00319,2026-03-30,IoT Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Northstar Robotics,Robotics,Pittsburgh,PA,United States,Hybrid,Mid Level,Full-time,100000.0,119000.0,year,USD,Arduino | Circuit Design | Linux | Microcontrollers,Altium | RTOS,,4,True,Synthetic mid level opportunity in robotics focused on Arduino and collaborative problem solving.,Quinn Martin,quinn.martin27@example.com,(555) 555-0118,synthetic_job_board,SYN-20260330-00319,True
CP-00320,2026-04-21,Reporting Analyst,Data Analyst,Data & Analytics,Great Lakes Data Cooperative,Retail,Portland,OR,United States,Hybrid,Internship,Internship,31000.0,39000.0,year,USD,Communication | Excel | Python | SQL | Tableau,AWS | Git | Project Management | Statistics,Bachelor's degree preferred,0,True,Synthetic internship opportunity in retail focused on Communication and collaborative problem solving.,Drew Patel,drew.patel28@example.org,(555) 555-0119,synthetic_job_board,SYN-20260421-00320,True
CP-00321,2026-07-15,Junior Network Engineer,Network Engineer,Information Technology,Northstar Robotics,Cloud Services,San Diego,CA,United States,Remote,Mid Level,Full-time,96000.0,129000.0,year,USD,Azure | Cybersecurity | Networking | Project Management,AWS | Azure | Git,Bachelor's degree,3,True,Synthetic mid level opportunity in cloud services focused on Azure and collaborative problem solving.,Avery Smith,avery.smith29@example.com,(555) 555-0120,synthetic_job_board,SYN-20260715-00321,True
CP-00322,2026-02-19,Entry-Level Developer,Junior Developer,Software Engineering,Orchard Education Labs,E-commerce,Seattle,WA,United States,Remote,Mid Level,Full-time,65000.0,88000.0,year,USD,AWS | Communication | Git | Python,C++ | Project Management,High school diploma,4,True,Synthetic mid level opportunity in e-commerce focused on AWS and collaborative problem solving.,Reese Davis,reese.davis30@example.org,(206) 555-0121,synthetic_job_board,SYN-20260219-00322,True
CP-00323,2026-05-01,Junior Data Analyst,Data Analyst,Data & Analytics,Potomac Digital Services,Retail,Boston,MA,United States,Remote,Internship,Internship,30000.0,42000.0,year,USD,Azure | Communication | Excel | Power BI | Python | Tableau,Project Management | Statistics,Bachelor's degree preferred,0,True,Synthetic internship opportunity in retail focused on Azure and collaborative problem solving.,Cameron Wilson,cameron.wilson31@example.net,(555) 555-0122,synthetic_job_board,SYN-20260501-00323,True
CP-00324,2026-03-20,Data Analyst,Data Analyst,Data & Analytics,Summit Network Partners,Consulting,Denver,CO,United States,On-site,Associate,Full-time,58000.0,69000.0,year,USD,Communication | Data Visualization | Python | SQL | Tableau,Git | Statistics,Bachelor's degree,1,False,Synthetic associate opportunity in consulting focused on Communication and collaborative problem solving.,Riley Clark,riley.clark32@example.net,(555) 555-0123,synthetic_job_board,SYN-20260320-00324,True
CP-00325,2026-02-24,Full Stack Engineer,Software Engineer,Software Engineering,Blue Ridge Analytics,FinTech,Chicago,IL,United States,Remote,Entry Level,Full-time,60000.0,78000.0,year,USD,Azure | Java | Project Management | Python,Azure | C++ | Communication | Project Management,Bachelor's degree preferred,2,True,Synthetic entry level opportunity in fintech focused on Azure and collaborative problem solving.,Casey Brown,casey.brown33@example.net,(555) 555-0124,synthetic_job_board,SYN-20260224-00325,True
CP-00326,2026-02-12,Junior Web Developer,Junior Developer,Software Engineering,Peachtree Technology Group,Software,Phoenix,AZ,United States,Remote,Entry Level,Part-time,41000.0,53000.0,year,USD,AWS | Azure | HTML/CSS | JavaScript | Python,C++ | Java | Linux,No degree specified,2,True,Synthetic entry level opportunity in software focused on AWS and collaborative problem solving.,Jordan Lee,jordan.lee34@example.net,(555) 555-0125,synthetic_job_board,SYN-20260212-00326,True
CP-00327,2026-06-22,Embedded Systems Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Hoosier Automation Co.,Robotics,Pittsburgh,PA,United States,On-site,Mid Level,Full-time,87000.0,115000.0,year,USD,Arduino | Circuit Design | Embedded C | Git | Microcontrollers,Altium | MATLAB,Bachelor's degree,3,False,Synthetic mid level opportunity in robotics focused on Arduino and collaborative problem solving.,Parker Clark,parker.clark35@example.com,(555) 555-0126,synthetic_job_board,SYN-20260622-00327,True
CP-00328,2026-02-08,Entry-Level Developer,Junior Developer,Software Engineering,Orchard Education Labs,Education Technology,Chicago,IL,United States,On-site,Associate,Part-time,48000.0,61000.0,year,USD,Communication | Git | HTML/CSS | JavaScript | Python | React | SQL,AWS | C++ | Java | Linux | Project Management,Bachelor's degree,2,False,Synthetic associate opportunity in education technology focused on Communication and collaborative problem solving.,Riley Brown,riley.brown36@example.org,(555) 555-0127,synthetic_job_board,SYN-20260208-00328,True
CP-00329,2026-07-08,Firmware Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Hoosier Automation Co.,Automotive,Seattle,WA,United States,On-site,Associate,Full-time,77000.0,98000.0,year,USD,Arduino | C++ | Circuit Design | Embedded C | Git | Linux | Microcontrollers,Altium | Communication | MATLAB | RTOS,Bachelor's degree,1,False,Synthetic associate opportunity in automotive focused on Arduino and collaborative problem solving.,Taylor Smith,taylor.smith37@example.org,(206) 555-0128,synthetic_job_board,SYN-20260708-00329,True
CP-00330,2026-05-18,Automation Engineer,Automation Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Advanced Manufacturing,Atlanta,GA,United States,On-site,Associate,Full-time,67000.0,86000.0,year,USD,AutoCAD | Control Systems | MATLAB | PLC,Git | Project Management,Bachelor's degree preferred,2,False,Synthetic associate opportunity in advanced manufacturing focused on AutoCAD and collaborative problem solving.,Skyler Brown,skyler.brown38@example.com,(555) 555-0129,synthetic_job_board,SYN-20260518-00330,True
CP-00331,2026-05-31,Electrical Engineer,Electrical Engineer,Electrical & Hardware Engineering,Axiom Circuit Labs,Robotics,Atlanta,GA,United States,On-site,Associate,Contract,,,year,USD,Altium | AutoCAD | C++ | PLC | Python,Arduino | Embedded C | Git | LabVIEW,Associate degree,2,False,Synthetic associate opportunity in robotics focused on Altium and collaborative problem solving.,Drew Brown,drew.brown39@example.com,(555) 555-0130,synthetic_job_board,SYN-20260531-00331,True
CP-00332,2026-05-15,Technical Support Specialist,IT Support Specialist,Information Technology,Summit Network Partners,Healthcare,Austin,TX,United States,On-site,Associate,Full-time,42000.0,53000.0,year,USD,Communication | Linux | Technical Support | Ticketing Systems | Windows,Azure | Project Management | Python,Associate degree,2,False,Synthetic associate opportunity in healthcare focused on Communication and collaborative problem solving.,Morgan Brown,morgan.brown40@example.com,(512) 555-0131,synthetic_job_board,SYN-20260515-00332,True
CP-00333,2026-03-16,Security Operations Analyst,Cybersecurity Analyst,Cybersecurity,Summit Network Partners,Financial Services,San Diego,CA,United States,Hybrid,Mid Level,Full-time,83000.0,106000.0,year,USD,Communication | Cybersecurity | Incident Response | Linux | Networking | Python | SIEM,AWS | Git | Project Management | SQL,Bachelor's degree preferred,6,True,Synthetic mid level opportunity in financial services focused on Communication and collaborative problem solving.,Jordan Smith,jordan.smith41@example.org,(555) 555-0132,synthetic_job_board,SYN-20260316-00333,True
CP-00334,2026-05-03,Digital Product Analyst,Product Analyst,Data & Analytics,Summit Network Partners,Consumer Technology,Raleigh,NC,United States,Hybrid,Senior,Contract,101000.0,121000.0,year,USD,Communication | Excel | Product Analytics | Python | SQL,JavaScript | Power BI | Tableau,Bachelor's degree,7,True,Synthetic senior opportunity in consumer technology focused on Communication and collaborative problem solving.,Reese Smith,reese.smith42@example.org,(919) 555-0133,synthetic_job_board,SYN-20260503-00334,True
CP-00335,2026-06-11,IoT Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Axiom Circuit Labs,Medical Devices,Raleigh,NC,United States,On-site,Mid Level,Full-time,95000.0,125000.0,year,USD,C++ | Embedded C | Git | Microcontrollers,Altium | Communication | MATLAB | Python | RTOS,Bachelor's degree preferred,6,False,Synthetic mid level opportunity in medical devices focused on C++ and collaborative problem solving.,Skyler Clark,skyler.clark43@example.net,(919) 555-0134,synthetic_job_board,SYN-20260611-00335,True
CP-00336,2026-02-17,Electrical Design Engineer,Electrical Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Robotics,Denver,CO,United States,On-site,Entry Level,Full-time,53000.0,74000.0,year,USD,Altium | AutoCAD | Circuit Design | Communication | MATLAB | PLC | Python,Arduino | Embedded C | Git | LabVIEW | Project Management,No degree specified,1,False,Synthetic entry level opportunity in robotics focused on Altium and collaborative problem solving.,Drew Brown,drew.brown44@example.com,(555) 555-0135,synthetic_job_board,SYN-20260217-00336,True
CP-00337,2026-03-21,Backend Engineer,Software Engineer,Software Engineering,Great Lakes Data Cooperative,Cloud Services,Baltimore,MD,United States,Remote,Mid Level,Full-time,94000.0,124000.0,year,USD,Azure | JavaScript | Linux | Project Management | React | SQL,Azure | C++ | Communication | Docker | Project Management,Bachelor's degree,3,True,Synthetic mid level opportunity in cloud services focused on Azure and collaborative problem solving.,Riley Nguyen,riley.nguyen45@example.org,(410) 555-0136,synthetic_job_board,SYN-20260321-00337,True
CP-00338,2026-02-17,Data Analyst,Data Analyst,Data & Analytics,Keystone Energy Works,Consulting,Baltimore,MD,United States,Hybrid,Internship,Internship,31000.0,38000.0,year,USD,Communication | Data Visualization | Excel | Power BI | Python | SQL | Tableau,AWS | Git | Project Management | Statistics,Bachelor's degree preferred,0,True,Synthetic internship opportunity in consulting focused on Communication and collaborative problem solving.,Parker Patel,parker.patel46@example.org,(410) 555-0137,synthetic_job_board,SYN-20260217-00338,True
CP-00339,2026-03-18,Backend Engineer,Software Engineer,Software Engineering,Pioneer Aerospace Works,FinTech,Seattle,WA,United States,Hybrid,Senior,Full-time,148000.0,204000.0,year,USD,AWS | Git | Java | Linux | Python | React,Azure | Project Management,Bachelor's degree,10,True,Synthetic senior opportunity in fintech focused on AWS and collaborative problem solving.,Avery Lee,avery.lee47@example.net,(206) 555-0138,synthetic_job_board,SYN-20260318-00339,True
CP-00340,2026-05-21,Junior Electrical Engineer,Electrical Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Robotics,Raleigh,NC,United States,Hybrid,Mid Level,Full-time,74000.0,100000.0,year,USD,Altium | AutoCAD | C++ | Circuit Design | Communication | MATLAB | PLC,Arduino | Embedded C | LabVIEW | Project Management,No degree specified,6,True,Synthetic mid level opportunity in robotics focused on Altium and collaborative problem solving.,Riley Garcia,riley.garcia48@example.org,(919) 555-0139,synthetic_job_board,SYN-20260521-00340,True
CP-00341,2026-03-17,Desktop Support Analyst,IT Support Specialist,Information Technology,Summit Network Partners,Managed Services,Minneapolis,MN,United States,On-site,Mid Level,Part-time,56000.0,71000.0,year,USD,Communication | Linux | Networking | Ticketing Systems | Windows,Azure | Cybersecurity,Bachelor's degree,3,False,Synthetic mid level opportunity in managed services focused on Communication and collaborative problem solving.,Skyler Lee,skyler.lee49@example.com,(555) 555-0140,synthetic_job_board,SYN-20260317-00341,True
CP-00342,2026-05-11,Junior Network Engineer,Network Engineer,Information Technology,Rainier Cloud Group,Government Technology,Seattle,WA,United States,On-site,Mid Level,Full-time,106000.0,136000.0,year,USD,Cisco | Cybersecurity | Linux | Networking | Python,AWS | SIEM,Bachelor's degree,6,False,Synthetic mid level opportunity in government technology focused on Cisco and collaborative problem solving.,Jordan Martin,jordan.martin50@example.net,(206) 555-0141,synthetic_job_board,SYN-20260511-00342,True
CP-00343,2026-04-30,Junior Electrical Engineer,Electrical Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Robotics,Atlanta,GA,United States,On-site,Entry Level,Full-time,52000.0,75000.0,year,USD,Altium | AutoCAD | C++ | Circuit Design | MATLAB | PLC,Arduino | Embedded C | Git | LabVIEW,Bachelor's degree,1,False,Synthetic entry level opportunity in robotics focused on Altium and collaborative problem solving.,Quinn Martin,quinn.martin51@example.net,(555) 555-0142,synthetic_job_board,SYN-20260430-00343,True
CP-00344,2026-03-19,Software Engineer,Software Engineer,Software Engineering,Orchard Education Labs,Cloud Services,Raleigh,NC,United States,Hybrid,Entry Level,Full-time,66000.0,81000.0,year,USD,AWS | Git | Java | JavaScript | Linux | React | SQL,Azure | Communication | Project Management,Bachelor's degree,1,True,Synthetic entry level opportunity in cloud services focused on AWS and collaborative problem solving.,Parker Nguyen,parker.nguyen52@example.com,(919) 555-0143,synthetic_job_board,SYN-20260319-00344,True
CP-00345,2026-02-05,Industrial Automation Engineer,Automation Engineer,Electrical & Hardware Engineering,Summit Network Partners,Advanced Manufacturing,Salt Lake City,UT,United States,Hybrid,Senior,Full-time,101000.0,143000.0,year,USD,AutoCAD | Communication | Control Systems | MATLAB | PLC | Python,Git | Robotics,Bachelor's degree,10,True,Synthetic senior opportunity in advanced manufacturing focused on AutoCAD and collaborative problem solving.,Skyler Martin,skyler.martin53@example.com,(555) 555-0144,synthetic_job_board,SYN-20260205-00345,True
CP-00346,2026-05-08,Reporting Analyst,Data Analyst,Data & Analytics,Liberty Financial Tech,Healthcare,Raleigh,NC,United States,Remote,Mid Level,Full-time,79000.0,100000.0,year,USD,Azure | Communication | Data Visualization | Git | Project Management | SQL | Tableau,AWS | Git | Project Management | Statistics,No degree specified,4,True,Synthetic mid level opportunity in healthcare focused on Azure and collaborative problem solving.,Morgan Kim,morgan.kim54@example.net,(919) 555-0145,synthetic_job_board,SYN-20260508-00346,True
CP-00347,2026-06-08,Cybersecurity Analyst,Cybersecurity Analyst,Cybersecurity,Cascade Secure Systems,Cybersecurity,Boston,MA,United States,Remote,Entry Level,Full-time,68000.0,87000.0,year,USD,AWS | Communication | Cybersecurity | Git | Incident Response | Linux | SIEM,AWS | Azure | Git | Project Management | SQL,Bachelor's degree preferred,0,True,Synthetic entry level opportunity in cybersecurity focused on AWS and collaborative problem solving.,Taylor Lewis,taylor.lewis55@example.org,(555) 555-0146,synthetic_job_board,SYN-20260608-00347,True
CP-00348,2026-07-16,Full Stack Engineer,Software Engineer,Software Engineering,Rainier Cloud Group,HealthTech,Raleigh,NC,United States,Hybrid,Internship,Internship,48000.0,59000.0,year,USD,Java | Linux | Python | React | SQL,C++ | Docker,No degree specified,0,True,Synthetic internship opportunity in healthtech focused on Java and collaborative problem solving.,Reese Patel,reese.patel56@example.org,(919) 555-0147,synthetic_job_board,SYN-20260716-00348,True
CP-00349,2026-07-29,SOC Analyst,Cybersecurity Analyst,Cybersecurity,Summit Network Partners,Financial Services,Portland,OR,United States,Hybrid,Senior,Full-time,103000.0,127000.0,year,USD,Communication | Cybersecurity | Incident Response | Linux | Networking | Python | SIEM,AWS | Azure | Git | Project Management,Bachelor's degree,6,True,Synthetic senior opportunity in financial services focused on Communication and collaborative problem solving.,Quinn Lewis,quinn.lewis57@example.com,(555) 555-0148,synthetic_job_board,SYN-20260729-00349,True
CP-00350,2026-05-12,Junior Network Engineer,Network Engineer,Information Technology,Rainier Cloud Group,Government Technology,Minneapolis,MN,United States,Remote,Mid Level,Full-time,86000.0,114000.0,year,USD,Cybersecurity | Git | Networking | Project Management | Python,Azure | Project Management | SIEM,Bachelor's degree,5,True,Synthetic mid level opportunity in government technology focused on Cybersecurity and collaborative problem solving.,Jordan Nguyen,jordan.nguyen58@example.net,(555) 555-0149,synthetic_job_board,SYN-20260512-00350,True
CP-00351,2026-06-24,Junior Electrical Engineer,Electrical Engineer,Electrical & Hardware Engineering,Pioneer Aerospace Works,Advanced Manufacturing,Austin,TX,United States,On-site,Associate,Full-time,75000.0,104000.0,year,USD,AutoCAD | C++ | Circuit Design | PLC | Python,Arduino | Git | LabVIEW | Project Management,Bachelor's degree,3,False,Synthetic associate opportunity in advanced manufacturing focused on AutoCAD and collaborative problem solving.,Reese Martin,reese.martin59@example.com,(512) 555-0150,synthetic_job_board,SYN-20260624-00351,True
CP-00352,2026-03-02,Junior Data Analyst,Data Analyst,Data & Analytics,Axiom Circuit Labs,Financial Services,Raleigh,NC,United States,On-site,Entry Level,Full-time,51000.0,66000.0,year,USD,Communication | Data Visualization | Excel | Power BI | Python | SQL | Tableau,Git | Project Management | Statistics,Bachelor's degree,1,False,Synthetic entry level opportunity in financial services focused on Communication and collaborative problem solving.,Casey Nguyen,casey.nguyen60@example.com,(919) 555-0151,synthetic_job_board,SYN-20260302-00352,True
CP-00353,2026-02-07,Security Operations Analyst,Cybersecurity Analyst,Cybersecurity,Sonoran Systems Lab,Cybersecurity,Seattle,WA,United States,On-site,Entry Level,Part-time,67000.0,79000.0,year,USD,Communication | Cybersecurity | Incident Response | Networking | SIEM,Azure | Git | SQL,No degree specified,0,False,Synthetic entry level opportunity in cybersecurity focused on Communication and collaborative problem solving.,Reese Davis,reese.davis61@example.org,(206) 555-0152,synthetic_job_board,SYN-20260207-00353,True
CP-00354,2026-04-13,Software Engineer,Software Engineer,Software Engineering,Pioneer Aerospace Works,Software,Chicago,IL,United States,On-site,Entry Level,Full-time,,,year,USD,Java | JavaScript | Linux | React,C++ | Project Management,Bachelor's degree,2,False,Synthetic entry level opportunity in software focused on Java and collaborative problem solving.,Avery Clark,avery.clark62@example.net,(555) 555-0153,synthetic_job_board,SYN-20260413-00354,True
CP-00355,2026-03-29,Desktop Support Analyst,IT Support Specialist,Information Technology,Peachtree Technology Group,Retail,Chicago,IL,United States,Hybrid,Internship,Internship,21000.0,28000.0,year,USD,Communication | Networking | Technical Support | Ticketing Systems | Windows,Cybersecurity | Python,No degree specified,0,True,Synthetic internship opportunity in retail focused on Communication and collaborative problem solving.,Jordan Brown,jordan.brown63@example.com,(555) 555-0154,synthetic_job_board,SYN-20260329-00355,True
CP-00356,2026-04-04,Embedded Software Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Front Range Controls,Robotics,Raleigh,NC,United States,Remote,Internship,Internship,41000.0,50000.0,year,USD,Azure | Circuit Design | Communication | Git | Microcontrollers,Altium | MATLAB,Bachelor's degree,0,True,Synthetic internship opportunity in robotics focused on Azure and collaborative problem solving.,Parker Brown,parker.brown64@example.org,(919) 555-0155,synthetic_job_board,SYN-20260404-00356,True
CP-00357,2026-04-14,Technical Support Specialist,IT Support Specialist,Information Technology,Potomac Digital Services,Managed Services,Raleigh,NC,United States,Hybrid,Associate,Contract,45000.0,62000.0,year,USD,Communication | Linux | Networking | Technical Support | Windows,Azure | Python,Associate degree,2,True,Synthetic associate opportunity in managed services focused on Communication and collaborative problem solving.,Taylor Garcia,taylor.garcia65@example.net,(919) 555-0156,synthetic_job_board,SYN-20260414-00357,True
CP-00358,2026-02-12,Network Operations Engineer,Network Engineer,Information Technology,Summit Network Partners,Managed Services,Chicago,IL,United States,Remote,Mid Level,Full-time,87000.0,107000.0,year,USD,Azure | Cisco | Linux | Networking,AWS | Git | Project Management,Bachelor's degree,5,True,Synthetic mid level opportunity in managed services focused on Azure and collaborative problem solving.,Parker Nguyen,parker.nguyen66@example.org,(555) 555-0157,synthetic_job_board,SYN-20260212-00358,True
CP-00359,2026-02-28,Junior Electrical Engineer,Electrical Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Energy,Raleigh,NC,United States,Remote,Senior,Part-time,87000.0,110000.0,year,USD,Altium | AutoCAD | C++ | Circuit Design,Arduino | Git | LabVIEW | Project Management,Bachelor's degree,8,True,Synthetic senior opportunity in energy focused on Altium and collaborative problem solving.,Quinn Wilson,quinn.wilson67@example.com,(919) 555-0158,synthetic_job_board,SYN-20260228-00359,True
CP-00360,2026-03-27,Backend Engineer,Software Engineer,Software Engineering,Liberty Financial Tech,HealthTech,Raleigh,NC,United States,Remote,Mid Level,Full-time,,,year,USD,Azure | Java | Linux | Project Management | Python,Azure | C++ | Communication | Docker | Project Management,No degree specified,5,True,Synthetic mid level opportunity in healthtech focused on Azure and collaborative problem solving.,Drew Wilson,drew.wilson68@example.org,(919) 555-0159,synthetic_job_board,SYN-20260327-00360,True
CP-00361,2026-05-28,Digital Product Analyst,Product Analyst,Data & Analytics,Blue Ridge Analytics,Consumer Technology,Columbus,OH,United States,Remote,Entry Level,Full-time,,,year,USD,Data Visualization | Excel | Product Analytics | Python | SQL,Power BI | Statistics,Bachelor's degree,1,True,Synthetic entry level opportunity in consumer technology focused on Data Visualization and collaborative problem solving.,Jordan Nguyen,jordan.nguyen69@example.net,(555) 555-0160,synthetic_job_board,SYN-20260528-00361,True
CP-00362,2026-07-10,Product Data Analyst,Product Analyst,Data & Analytics,Redwood Product Studio,Software,Chicago,IL,United States,Remote,Internship,Internship,33000.0,40000.0,year,USD,AWS | Azure | Communication | Excel | Git | Python | SQL,JavaScript | Power BI,Bachelor's degree,0,True,Synthetic internship opportunity in software focused on AWS and collaborative problem solving.,Morgan Wilson,morgan.wilson70@example.org,(555) 555-0161,synthetic_job_board,SYN-20260710-00362,True
CP-00363,2026-06-11,Entry-Level Developer,Junior Developer,Software Engineering,Peachtree Technology Group,E-commerce,Minneapolis,MN,United States,Remote,Associate,Contract,,,year,USD,Azure | Git | HTML/CSS | Project Management | Python | SQL,AWS | Linux | Project Management,Bachelor's degree,2,True,Synthetic associate opportunity in e-commerce focused on Azure and collaborative problem solving.,Taylor Wilson,taylor.wilson71@example.net,(555) 555-0162,synthetic_job_board,SYN-20260611-00363,True
CP-00364,2026-06-03,Electrical Design Engineer,Electrical Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Energy,Pittsburgh,PA,United States,On-site,Entry Level,Full-time,54000.0,66000.0,year,USD,AutoCAD | C++ | MATLAB | PLC | Python,Arduino | Embedded C | Git | LabVIEW,Bachelor's degree preferred,0,False,Synthetic entry level opportunity in energy focused on AutoCAD and collaborative problem solving.,Drew Brown,drew.brown72@example.com,(555) 555-0163,synthetic_job_board,SYN-20260603-00364,True
CP-00365,2026-02-05,Digital Product Analyst,Product Analyst,Data & Analytics,Redwood Product Studio,FinTech,Raleigh,NC,United States,Remote,Entry Level,Full-time,,,year,USD,AWS | Git | Product Analytics | Project Management | Python,JavaScript | Power BI | Project Management | Statistics | Tableau,High school diploma,1,True,Synthetic entry level opportunity in fintech focused on AWS and collaborative problem solving.,Cameron Patel,cameron.patel73@example.org,(919) 555-0164,synthetic_job_board,SYN-20260205-00365,True
CP-00366,2026-06-21,Junior Network Engineer,Network Engineer,Information Technology,Sonoran Systems Lab,Cloud Services,Austin,TX,United States,On-site,Senior,Full-time,111000.0,151000.0,year,USD,Communication | Cybersecurity | Linux | Python,AWS | Azure | Git | Project Management | SIEM,Bachelor's degree,7,False,Synthetic senior opportunity in cloud services focused on Communication and collaborative problem solving.,Reese Lee,reese.lee74@example.org,(512) 555-0165,synthetic_job_board,SYN-20260621-00366,True
CP-00367,2026-04-01,Backend Engineer,Software Engineer,Software Engineering,Cascade Secure Systems,Software,Raleigh,NC,United States,Remote,Entry Level,Full-time,77000.0,91000.0,year,USD,Git | JavaScript | Linux | Project Management | React,Azure | C++ | Communication | Docker | Project Management,Bachelor's degree preferred,0,True,Synthetic entry level opportunity in software focused on Git and collaborative problem solving.,Drew Brown,drew.brown75@example.org,(919) 555-0166,synthetic_job_board,SYN-20260401-00367,True
CP-00368,2026-04-20,Technical Support Specialist,IT Support Specialist,Information Technology,Potomac Digital Services,Retail,Denver,CO,United States,Hybrid,Associate,Full-time,,,year,USD,Communication | Linux | Networking | Technical Support,Cybersecurity | Project Management,No degree specified,2,True,Synthetic associate opportunity in retail focused on Communication and collaborative problem solving.,Casey Lee,casey.lee76@example.com,(555) 555-0167,synthetic_job_board,SYN-20260420-00368,True
CP-00369,2026-03-11,Associate Software Developer,Junior Developer,Software Engineering,Summit Network Partners,E-commerce,Portland,OR,United States,Remote,Mid Level,Full-time,65000.0,91000.0,year,USD,Communication | HTML/CSS | JavaScript | Project Management,Java | Project Management,Bachelor's degree preferred,4,True,Synthetic mid level opportunity in e-commerce focused on Communication and collaborative problem solving.,Drew Lewis,drew.lewis77@example.org,(555) 555-0168,synthetic_job_board,SYN-20260311-00369,True
CP-00370,2026-01-31,IoT Engineer,Embedded Systems Engineer,Electrical & Hardware Engineering,Hoosier Automation Co.,Medical Devices,Pittsburgh,PA,United States,On-site,Entry Level,Full-time,,,year,USD,Arduino | C++ | Circuit Design | Git | Linux,Altium | Communication | MATLAB | Python | RTOS,Bachelor's degree,1,False,Synthetic entry level opportunity in medical devices focused on Arduino and collaborative problem solving.,Jordan Garcia,jordan.garcia78@example.com,(555) 555-0169,synthetic_job_board,SYN-20260131-00370,True
CP-00371,2026-06-21,Power Systems Engineer,Electrical Engineer,Electrical & Hardware Engineering,Hoosier Automation Co.,Advanced Manufacturing,Columbus,OH,United States,On-site,Associate,Full-time,63000.0,78000.0,year,USD,Altium | AutoCAD | Circuit Design | MATLAB | PLC | Python,Arduino | Git | Project Management,Bachelor's degree,2,False,Synthetic associate opportunity in advanced manufacturing focused on Altium and collaborative problem solving.,Casey Garcia,casey.garcia79@example.org,(555) 555-0170,synthetic_job_board,SYN-20260621-00371,True
CP-00372,2026-03-16,Software Engineer,Software Engineer,Software Engineering,Orchard Education Labs,Software,Boston,MA,United States,Remote,Internship,Internship,38000.0,51000.0,year,USD,AWS | Azure | Communication | Git | Java | JavaScript | Python,C++ | Communication | Docker,Bachelor's degree,0,True,Synthetic internship opportunity in software focused on AWS and collaborative problem solving.,Riley Nguyen,riley.nguyen80@example.net,(555) 555-0171,synthetic_job_board,SYN-20260316-00372,True
CP-00373,2026-03-07,Reporting Analyst,Data Analyst,Data & Analytics,Great Lakes Data Cooperative,Financial Services,Portland,OR,United States,Hybrid,Senior,Full-time,90000.0,107000.0,year,USD,Communication | Data Visualization | Python | Tableau,AWS | Git,Bachelor's degree,6,True,Synthetic senior opportunity in financial services focused on Communication and collaborative problem solving.,Casey Patel,casey.patel81@example.org,(555) 555-0172,synthetic_job_board,SYN-20260307-00373,True
CP-00374,2026-05-16,Junior Electrical Engineer,Electrical Engineer,Electrical & Hardware Engineering,Keystone Energy Works,Advanced Manufacturing,Pittsburgh,PA,United States,On-site,Internship,Internship,29000.0,41000.0,year,USD,Altium | Communication | MATLAB | PLC,Arduino | Embedded C,No degree specified,0,False,Synthetic internship opportunity in advanced manufacturing focused on Altium and collaborative problem solving.,Cameron Clark,cameron.clark82@example.com,(555) 555-0173,synthetic_job_board,SYN-20260516-00374,True
